cycle,range_bin,doppler_bin,output_hex
1249105000,28,8,fe83fd12
1249115000,28,9,00830170
1249125000,28,10,0042ff6b
1249135000,28,11,00800131
1249145000,28,12,fde7fdde
1249155000,28,13,00b4007b
1249165000,28,14,01ad00fb
1249175000,28,15,fe900065
1249185000,28,16,01a4fe0a
1249195000,28,17,fd360116
1249205000,28,18,01570040
1249215000,28,19,ff3e002e
1249225000,28,20,00a2feb3
1249235000,28,21,fde601c7
1249245000,28,22,025dff9f
1249255000,28,23,ff8bffaa
1249265000,28,24,00650026
1249275000,28,25,fff300f8
1249285000,28,26,feeafec7
1249295000,28,27,01800151
1249305000,28,28,ffb7ff5c
1249315000,28,29,ff22ffe3
1249325000,28,30,02050079
1249335000,28,31,fe06ff2d
1254405000,29,0,0024ff03
1254415000,29,1,ffa90124
1254425000,29,2,ff47fef7
1254435000,29,3,016000a3
1254445000,29,4,00b4ff4e
1254455000,29,5,fe5a0168
1254465000,29,6,007afe4f
1254475000,29,7,ffde0136
1254485000,29,8,0165fecb
1254495000,29,9,fded0068
1254505000,29,10,00e8ff18
1254515000,29,11,00cd025a
1254525000,29,12,fdaffce3
1254535000,29,13,00f901aa
1254545000,29,14,01600040
1254555000,29,15,fea10053
1254565000,29,16,0128ff57
1254575000,29,17,fe43ffb4
1254585000,29,18,018d0049
1254595000,29,19,fe880069
1254605000,29,20,019cff24
1254615000,29,21,fd1e00f8
1254625000,29,22,02daffbb
1254635000,29,23,ff3eff8c
1254645000,29,24,0017fffb
1254655000,29,25,00270070
1254665000,29,26,ff88ffb4
1254675000,29,27,ff3b00ea
1254685000,29,28,00b9ff9b
1254695000,29,29,008fffe6
1254705000,29,30,feb8ffca
1254715000,29,31,012300cb
1259785000,30,0,00aeffdf
1259795000,30,1,0009ffef
1259805000,30,2,001b00b7
1259815000,30,3,feb2febf
1259825000,30,4,0142002b
1259835000,30,5,ff580086
1259845000,30,6,007aff2e
1259855000,30,7,0022004f
1259865000,30,8,0070ff4a
1259875000,30,9,ff160125
1259885000,30,10,003dfe69
1259895000,30,11,fff0010e
1259905000,30,12,fede0071
1259915000,30,13,018b008b
1259925000,30,14,ff18fdfb
1259935000,30,15,ff6c0157
1259945000,30,16,0086ff81
1259955000,30,17,0023ffef
1259965000,30,18,00a9ffb7
1259975000,30,19,ff3400ed
1259985000,30,20,00a0ff91
1259995000,30,21,ff020206
1260005000,30,22,0112fc34
1260015000,30,23,fe78031f
1260025000,30,24,0214ff22
1260035000,30,25,fe12ffd9
1260045000,30,26,00cbff0d
1260055000,30,27,ff2e01b2
1260065000,30,28,0108fe8f
1260075000,30,29,0047006d
1260085000,30,30,ffb001c7
1260095000,30,31,ffd6fedf
1265165000,31,0,00a0fc79
1265175000,31,1,fe8a012d
1265185000,31,2,02510087
1265195000,31,3,fd8a0096
1265205000,31,4,0216fee4
1265215000,31,5,fe8b007e
1265225000,31,6,0127ff38
1265235000,31,7,fef5018e
1265245000,31,8,01dafe78
1265255000,31,9,fd7bfff1
1265265000,31,10,016200a4
1265275000,31,11,ffc5ff5b
1265285000,31,12,ff4fffe3
1265295000,31,13,01500052
1265305000,31,14,ff70005f
1265315000,31,15,ff79ff82
1265325000,31,16,010e00c9
1265335000,31,17,ff3cfee7
1265345000,31,18,ffa900ab
1265355000,31,19,0052ff4c
1265365000,31,20,007c00d2
1265375000,31,21,fe9b0046
1265385000,31,22,006dfddc
1265395000,31,23,00f701c8
1265405000,31,24,ffe8ff6a
1265415000,31,25,ff670113
1265425000,31,26,ffb4fe0a
1265435000,31,27,ffeb0233
1265445000,31,28,ffcfff23
1265455000,31,29,0122008a
1265465000,31,30,fe3cff3d
1265475000,31,31,015f0290
1270545000,32,0,fe92ff95
1270555000,32,1,ffd7001e
1270565000,32,2,0107ff78
1270575000,32,3,ff2d018c
1270585000,32,4,009afd6d
1270595000,32,5,ffdd01fa
1270605000,32,6,fef2ff32
1270615000,32,7,0199022a
1270625000,32,8,fde3fd31
1270635000,32,9,019900a0
1270645000,32,10,ff6500de
1270655000,32,11,003bffc0
1270665000,32,12,fff9fe8f
1270675000,32,13,ff930204
1270685000,32,14,004bfe68
1270695000,32,15,ffe90173
1270705000,32,16,02b8fe23
1270715000,32,17,fac301fc
1270725000,32,18,0323ff38
1270735000,32,19,ffa9ff7a
1270745000,32,20,ff040033
1270755000,32,21,fed10206
1270765000,32,22,0246fde6
1270775000,32,23,ff9f011e
1270785000,32,24,00c7fe7b
1270795000,32,25,ffd10152
1270805000,32,26,fed50082
1270815000,32,27,0127ffc6
1270825000,32,28,ffc5ffa5
1270835000,32,29,ffbb0040
1270845000,32,30,ffd9ff78
1270855000,32,31,01970029
1275925000,33,0,01e200e7
1275935000,33,1,fedfffd0
1275945000,33,2,0065005a
1275955000,33,3,ffd2ff1d
1275965000,33,4,00ba0117
1275975000,33,5,fe9600fc
1275985000,33,6,0093fec4
1275995000,33,7,006f00e5
1276005000,33,8,ff1cff62
1276015000,33,9,00f9ffa1
1276025000,33,10,ff850062
1276035000,33,11,01000097
1276045000,33,12,fe5dff15
1276055000,33,13,0123ff4e
1276065000,33,14,007d018b
1276075000,33,15,ff2e0050
1276085000,33,16,015afe99
1276095000,33,17,fde30062
1276105000,33,18,01330010
1276115000,33,19,ff740027
1276125000,33,20,0046fec1
1276135000,33,21,fed40258
1276145000,33,22,01d3fe40
1276155000,33,23,feef00dd
1276165000,33,24,00e8ff0e
1276175000,33,25,ffa100b9
1276185000,33,26,ff97ffe4
1276195000,33,27,011600e1
1276205000,33,28,ff4bfe9b
1276215000,33,29,feef00f2
1276225000,33,30,02910039
1276235000,33,31,fd30fe22
1281305000,34,0,ff5300dc
1281315000,34,1,fff6ff81
1281325000,34,2,00210131
1281335000,34,3,005afe7d
1281345000,34,4,001400fc
1281355000,34,5,ff600087
1281365000,34,6,0002ffd3
1281375000,34,7,009d00c2
1281385000,34,8,ff39fec1
1281395000,34,9,011dffb8
1281405000,34,10,ff7d0150
1281415000,34,11,0120fe85
1281425000,34,12,fd3700a8
1281435000,34,13,0379ff05
1281445000,34,14,fe35017b
1281455000,34,15,fffeff55
1281465000,34,16,0037ffba
1281475000,34,17,00560027
1281485000,34,18,fe79ffd7
1281495000,34,19,011a002f
1281505000,34,20,ff9cff76
1281515000,34,21,ff8e01b1
1281525000,34,22,0078fe27
1281535000,34,23,006b00d8
1281545000,34,24,00010039
1281555000,34,25,004bff74
1281565000,34,26,fe090054
1281575000,34,27,0294005b
1281585000,34,28,fe6dffde
1281595000,34,29,fff5ff67
1281605000,34,30,00f901c7
1281615000,34,31,ffe2fd9d
1286685000,35,0,00f40015
1286695000,35,1,ff16ff2f
1286705000,35,2,fff4000a
1286715000,35,3,ffb60092
1286725000,35,4,018afff0
1286735000,35,5,fe23ffe3
1286745000,35,6,006d0036
1286755000,35,7,012a004e
1286765000,35,8,fe4aff26
1286775000,35,9,010300b4
1286785000,35,10,ff8fffdd
1286795000,35,11,00c8015e
1286805000,35,12,fe50fd5e
1286815000,35,13,0109010a
1286825000,35,14,00a40095
1286835000,35,15,fec70053
1286845000,35,16,01dcfe5b
1286855000,35,17,fde8019d
1286865000,35,18,0104ff5a
1286875000,35,19,00140056
1286885000,35,20,ffa8ff2a
1286895000,35,21,fe830275
1286905000,35,22,027dfdb8
1286915000,35,23,feb400f6
1286925000,35,24,01a2ff4a
1286935000,35,25,fee30118
1286945000,35,26,0029feab
1286955000,35,27,fffe00ce
1286965000,35,28,00caffa8
1286975000,35,29,fe9d0036
1286985000,35,30,01caffe1
1286995000,35,31,fe8bffd5
1292065000,36,0,00df0078
1292075000,36,1,fe87ffd6
1292085000,36,2,0058fffa
1292095000,36,3,000d0112
1292105000,36,4,00dcfe7c
1292115000,36,5,ff0300d2
1292125000,36,6,ff7fff6e
1292135000,36,7,013a00d2
1292145000,36,8,005ffecb
1292155000,36,9,ff1500e6
1292165000,36,10,0030fff7
1292175000,36,11,00420009
1292185000,36,12,ffc0ff82
1292195000,36,13,fe9f0016
1292205000,36,14,01a70041
1292215000,36,15,ff35ffdf
1292225000,36,16,01cdff68
1292235000,36,17,fc1b00a4
1292245000,36,18,035cff60
1292255000,36,19,ff0d00fa
1292265000,36,20,003efee0
1292275000,36,21,fda302d0
1292285000,36,22,0359fe14
1292295000,36,23,fdce004c
1292305000,36,24,01250029
1292315000,36,25,003dfeac
1292325000,36,26,ff6801e3
1292335000,36,27,0004feef
1292345000,36,28,0086ffd6
1292355000,36,29,002ffff4
1292365000,36,30,ff8501e1
1292375000,36,31,001bfde7
1297445000,37,0,00f90044
1297455000,37,1,ff2400c9
1297465000,37,2,ffcbff38
1297475000,37,3,002bffdf
1297485000,37,4,00f10064
1297495000,37,5,fe5dfffc
1297505000,37,6,007eff41
1297515000,37,7,01000101
1297525000,37,8,001aff09
1297535000,37,9,fea20040
1297545000,37,10,0108ff9f
1297555000,37,11,008d015b
1297565000,37,12,fde6fdf8
1297575000,37,13,0087016a
1297585000,37,14,00b3ffb2
1297595000,37,15,ff0f00a7
1297605000,37,16,0091feb8
1297615000,37,17,ff0c0021
1297625000,37,18,0137008c
1297635000,37,19,ff7700dd
1297645000,37,20,0049fdbc
1297655000,37,21,ff3504b2
1297665000,37,22,017efc4b
1297675000,37,23,feea0139
1297685000,37,24,00d0ff4b
1297695000,37,25,ff4a0096
1297705000,37,26,00c6ffbd
1297715000,37,27,feb10055
1297725000,37,28,01ccfeb0
1297735000,37,29,fefb00b8
1297745000,37,30,0101017a
1297755000,37,31,ff17fe33
1302825000,38,0,0055fdbe
1302835000,38,1,000101a1
1302845000,38,2,ff3afdf6
1302855000,38,3,00e6005e
1302865000,38,4,ffbc0128
1302875000,38,5,0003002a
1302885000,38,6,feb6fe7b
1302895000,38,7,01f401ca
1302905000,38,8,fed8fe5d
1302915000,38,9,ff560124
1302925000,38,10,00dafea6
1302935000,38,11,ff3101ca
1302945000,38,12,ffd9fe17
1302955000,38,13,00bc01ab
1302965000,38,14,0150ff5f
1302975000,38,15,fe2100d0
1302985000,38,16,00b7fea6
1302995000,38,17,ffb5019f
1303005000,38,18,00f4fe64
1303015000,38,19,fde80142
1303025000,38,20,01d2ff7c
1303035000,38,21,fe4dffe0
1303045000,38,22,0178000f
1303055000,38,23,ffa8ffa2
1303065000,38,24,ff8000f3
1303075000,38,25,0188ffac
1303085000,38,26,ffb00028
1303095000,38,27,fe31ffb6
1303105000,38,28,01950139
1303115000,38,29,0018fee3
1303125000,38,30,ff9aff37
1303135000,38,31,002b020c
1308205000,39,0,003d0051
1308215000,39,1,00080016
1308225000,39,2,ff6800fd
1308235000,39,3,012bfde0
1308245000,39,4,001a01d6
1308255000,39,5,ff5cff24
1308265000,39,6,fede0106
1308275000,39,7,0229ff06
1308285000,39,8,ff29ffda
1308295000,39,9,001900a9
1308305000,39,10,ff32ffae
1308315000,39,11,010bff2e
1308325000,39,12,fe5b01c1
1308335000,39,13,0220fdcd
1308345000,39,14,fea901d6
1308355000,39,15,0126ffb8
1308365000,39,16,ff1dff17
1308375000,39,17,00580018
1308385000,39,18,00120013
1308395000,39,19,ffa100de
1308405000,39,20,005cfed8
1308415000,39,21,feea0148
1308425000,39,22,007afe08
1308435000,39,23,00dd019c
1308445000,39,24,ff41ff4e
1308455000,39,25,0003ff3d
1308465000,39,26,ff60014a
1308475000,39,27,007d000c
1308485000,39,28,007b0009
1308495000,39,29,fee6fe93
1308505000,39,30,00b303dc
1308515000,39,31,ffe8fcfe
1313585000,40,0,0058feac
1313595000,40,1,ffa101ee
1313605000,40,2,00c4fc74
1313615000,40,3,000a02df
1313625000,40,4,009fff22
1313635000,40,5,fdd700fa
1313645000,40,6,0240fe29
1313655000,40,7,ff5f0347
1313665000,40,8,ffc9fd42
1313675000,40,9,ff85009d
1313685000,40,10,009dff6b
1313695000,40,11,ffc70076
1313705000,40,12,ff9eff76
1313715000,40,13,00bb006a
1313725000,40,14,0091ff85
1313735000,40,15,fecd004f
1313745000,40,16,02200028
1313755000,40,17,fc1bfeb8
1313765000,40,18,0296017a
1313775000,40,19,fe5a001b
1313785000,40,20,016bfee2
1313795000,40,21,fced00fc
1313805000,40,22,035a008d
1313815000,40,23,feedfeff
1313825000,40,24,ff930012
1313835000,40,25,015f0021
1313845000,40,26,ff090143
1313855000,40,27,00e9ff6c
1313865000,40,28,ff1cfee6
1313875000,40,29,000101ac
1313885000,40,30,010dff21
1313895000,40,31,fee3009f
1318965000,41,0,0106001f
1318975000,41,1,0058008d
1318985000,41,2,fe840014
1318995000,41,3,00a0ffa9
1319005000,41,4,00c10049
1319015000,41,5,ff080081
1319025000,41,6,00a8ff0d
1319035000,41,7,ffa402cd
1319045000,41,8,0084fd4a
1319055000,41,9,fec40162
1319065000,41,10,012ffdaa
1319075000,41,11,00ae034c
1319085000,41,12,fed1fcd7
1319095000,41,13,000501e0
1319105000,41,14,00effedf
1319115000,41,15,ffaa01c9
1319125000,41,16,012efe4d
1319135000,41,17,fdce0049
1319145000,41,18,01160074
1319155000,41,19,feee000d
1319165000,41,20,0183fe23
1319175000,41,21,fdb40293
1319185000,41,22,02f6fec7
1319195000,41,23,fdc20049
1319205000,41,24,0198ff3a
1319215000,41,25,ff2e009c
1319225000,41,26,002fffda
1319235000,41,27,001800aa
1319245000,41,28,ffebfee5
1319255000,41,29,ff1f0180
1319265000,41,30,01abff49
1319275000,41,31,fe24ff0d
1324345000,42,0,ff370033
1324355000,42,1,002fff9c
1324365000,42,2,ffd7ff44
1324375000,42,3,ffd90224
1324385000,42,4,00f7fee3
1324395000,42,5,fe81003f
1324405000,42,6,0049ff72
1324415000,42,7,000300ed
1324425000,42,8,01a6fe91
1324435000,42,9,fde8015a
1324445000,42,10,0084fe62
1324455000,42,11,011f022f
1324465000,42,12,fe9bfd91
1324475000,42,13,007102b8
1324485000,42,14,ffc3fe2b
1324495000,42,15,0039019a
1324505000,42,16,01a7ff4f
1324515000,42,17,fc87feda
1324525000,42,18,02f50158
1324535000,42,19,fe8f001a
1324545000,42,20,00bffe79
1324555000,42,21,fed1021f
1324565000,42,22,02d3fe94
1324575000,42,23,fd8d00bd
1324585000,42,24,01f4ff0d
1324595000,42,25,ff12006c
1324605000,42,26,0004003e
1324615000,42,27,fec9ffff
1324625000,42,28,0137fedb
1324635000,42,29,001500a6
1324645000,42,30,feddffdb
1324655000,42,31,014f0028
1329725000,43,0,fff7ffa8
1329735000,43,1,fff90098
1329745000,43,2,ff6cfe28
1329755000,43,3,01950292
1329765000,43,4,ff93fee1
1329775000,43,5,fefa00ce
1329785000,43,6,0087fed7
1329795000,43,7,ffe00248
1329805000,43,8,00eafe42
1329815000,43,9,fe8f004f
1329825000,43,10,0107ff2e
1329835000,43,11,002b0111
1329845000,43,12,fe9fff52
1329855000,43,13,000cff90
1329865000,43,14,01de0147
1329875000,43,15,fe09ffcf
1329885000,43,16,02bbff6c
1329895000,43,17,fcdf0064
1329905000,43,18,01e60176
1329915000,43,19,fec9fe24
1329925000,43,20,0121ffdf
1329935000,43,21,fea20260
1329945000,43,22,01fdfdf5
1329955000,43,23,feaeff98
1329965000,43,24,016400c2
1329975000,43,25,ff65ff2d
1329985000,43,26,ffeb00c0
1329995000,43,27,0027ffad
1330005000,43,28,ff950096
1330015000,43,29,ffd4ff3a
1330025000,43,30,00e20081
1330035000,43,31,ff01ff8d
1335105000,44,0,006000c9
1335115000,44,1,ff78ffc6
1335125000,44,2,ff8dffd6
1335135000,44,3,0011ff67
1335145000,44,4,019f0040
1335155000,44,5,fdd50128
1335165000,44,6,00bbfdc2
1335175000,44,7,00950219
1335185000,44,8,005efe7a
1335195000,44,9,fe5e01aa
1335205000,44,10,00b0fe3b
1335215000,44,11,013e0271
1335225000,44,12,fcecfc9a
1335235000,44,13,01e90248
1335245000,44,14,002bff6d
1335255000,44,15,ff3c008e
1335265000,44,16,01e2ff01
1335275000,44,17,fd260004
1335285000,44,18,023900f2
1335295000,44,19,fe59ff7b
1335305000,44,20,0115ff94
1335315000,44,21,fe070220
1335325000,44,22,02cdfeb2
1335335000,44,23,fe01006d
1335345000,44,24,00d4ffa4
1335355000,44,25,0028ff58
1335365000,44,26,fffa0105
1335375000,44,27,00a00039
1335385000,44,28,ff44ff7a
1335395000,44,29,005fff9c
1335405000,44,30,00a50157
1335415000,44,31,ff7efe58
1340485000,45,0,01af0077
1340495000,45,1,fd6cfe55
1340505000,45,2,003a0186
1340515000,45,3,00aeff6e
1340525000,45,4,0091ff4b
1340535000,45,5,fe4201c6
1340545000,45,6,0143fdde
1340555000,45,7,00520268
1340565000,45,8,ffd6fdee
1340575000,45,9,003b00e3
1340585000,45,10,ff93ffec
1340595000,45,11,010e0167
1340605000,45,12,feddfcce
1340615000,45,13,ff7e02e5
1340625000,45,14,01cffea3
1340635000,45,15,fea5003f
1340645000,45,16,00f9ffad
1340655000,45,17,fef8ffc3
1340665000,45,18,0124ff60
1340675000,45,19,fe6a00ac
1340685000,45,20,01810057
1340695000,45,21,fdacff60
1340705000,45,22,03190100
1340715000,45,23,fcee0068
1340725000,45,24,0202feca
1340735000,45,25,ff75006d
1340745000,45,26,ff8bfff2
1340755000,45,27,fff60073
1340765000,45,28,0019ff94
1340775000,45,29,0168005d
1340785000,45,30,ff11feab
1340795000,45,31,ffd7015d
1345865000,46,0,007dff24
1345875000,46,1,fe37ffca
1345885000,46,2,0199ffdb
1345895000,46,3,ffcb01b5
1345905000,46,4,0068fd82
1345915000,46,5,fee50294
1345925000,46,6,017afdfc
1345935000,46,7,fdc0023c
1345945000,46,8,02f9fd4f
1345955000,46,9,fd7300e5
1345965000,46,10,00fdffe8
1345975000,46,11,fff80040
1345985000,46,12,0002ffc5
1345995000,46,13,fed3ffd4
1346005000,46,14,025600c6
1346015000,46,15,feeb0017
1346025000,46,16,ffeffe46
1346035000,46,17,ff330134
1346045000,46,18,01dd0057
1346055000,46,19,fdbfff35
1346065000,46,20,017e0066
1346075000,46,21,ff71005a
1346085000,46,22,ff80ff58
1346095000,46,23,ffeaff90
1346105000,46,24,01a3ffbf
1346115000,46,25,fecb01bd
1346125000,46,26,ffb9feba
1346135000,46,27,0066009e
1346145000,46,28,ff40007b
1346155000,46,29,0167ff16
1346165000,46,30,fd840152
1346175000,46,31,021bfffd
1351245000,47,0,00bfff65
1351255000,47,1,feed010b
1351265000,47,2,01acff34
1351275000,47,3,fdfa0183
1351285000,47,4,024efe08
1351295000,47,5,fe86020e
1351305000,47,6,005efe0f
1351315000,47,7,00780310
1351325000,47,8,ff9dfbc8
1351335000,47,9,ff680208
1351345000,47,10,0126009b
1351355000,47,11,fec0fe62
1351365000,47,12,010eff6e
1351375000,47,13,ff1e0173
1351385000,47,14,01480040
1351395000,47,15,fe10ffa7
1351405000,47,16,020bffab
1351415000,47,17,fde10043
1351425000,47,18,018e0074
1351435000,47,19,ff42fed1
1351445000,47,20,ff860074
1351455000,47,21,007c01a2
1351465000,47,22,0010fcf9
1351475000,47,23,00c00200
1351485000,47,24,ff0dff8c
1351495000,47,25,ffe20072
1351505000,47,26,0014fe89
1351515000,47,27,008801c6
1351525000,47,28,ff1affca
1351535000,47,29,0050ffcd
1351545000,47,30,00060154
1351555000,47,31,000cfe95
1356625000,48,0,00aa00f5
1356635000,48,1,ff0700fe
1356645000,48,2,00c6ff21
1356655000,48,3,fece0010
1356665000,48,4,011cffa9
1356675000,48,5,ffb501bc
1356685000,48,6,ffd9fdca
1356695000,48,7,009f02db
1356705000,48,8,ff52fd20
1356715000,48,9,001501ae
1356725000,48,10,ffbeff0c
1356735000,48,11,0082ffcf
1356745000,48,12,ffa50091
1356755000,48,13,ff4eff61
1356765000,48,14,00abff85
1356775000,48,15,0050026f
1356785000,48,16,01f0fdc5
1356795000,48,17,fc1b00f2
1356805000,48,18,017effd7
1356815000,48,19,ffca0046
1356825000,48,20,00d6ff63
1356835000,48,21,fd410084
1356845000,48,22,02c3ff8a
1356855000,48,23,fe9d015f
1356865000,48,24,0174fe8e
1356875000,48,25,ff39001e
1356885000,48,26,00ca01e8
1356895000,48,27,fefeff1b
1356905000,48,28,00c90013
1356915000,48,29,ffe4feeb
1356925000,48,30,003d0293
1356935000,48,31,ffb4fc5f
1362005000,49,0,01c5ff35
1362015000,49,1,fe13009e
1362025000,49,2,014f0155
1362035000,49,3,fe2dfdb5
1362045000,49,4,023200fc
1362055000,49,5,fe310183
1362065000,49,6,019efe83
1362075000,49,7,fdf900e3
1362085000,49,8,01c70072
1362095000,49,9,ff25fead
1362105000,49,10,ffd0005b
1362115000,49,11,01c100b3
1362125000,49,12,fe95ff2b
1362135000,49,13,00650002
1362145000,49,14,006200f1
1362155000,49,15,0016ff13
1362165000,49,16,ffef0051
1362175000,49,17,ffd9ff2e
1362185000,49,18,ffa7007f
1362195000,49,19,ffc30053
1362205000,49,20,00cafedc
1362215000,49,21,fdab00ff
1362225000,49,22,028eff95
1362235000,49,23,ff6d0173
1362245000,49,24,0031fdd0
1362255000,49,25,ff03013f
1362265000,49,26,0116ffb1
1362275000,49,27,ffcb00b1
1362285000,49,28,ff6bfed5
1362295000,49,29,007301bc
1362305000,49,30,003efe97
1362315000,49,31,fef00013
1367385000,50,0,00d4015d
1367395000,50,1,ff5cff09
1367405000,50,2,0019ffcf
1367415000,50,3,fff800d1
1367425000,50,4,00da0015
1367435000,50,5,fe90001d
1367445000,50,6,0133fe78
1367455000,50,7,ff740229
1367465000,50,8,fff9fe99
1367475000,50,9,ff7b00c0
1367485000,50,10,004afec6
1367495000,50,11,005500db
1367505000,50,12,fe15fece
1367515000,50,13,024101b9
1367525000,50,14,ff7eff26
1367535000,50,15,fe850111
1367545000,50,16,0240ff59
1367555000,50,17,feae0005
1367565000,50,18,00d90085
1367575000,50,19,fdda0027
1367585000,50,20,01c6feeb
1367595000,50,21,ff0801bd
1367605000,50,22,0241fe8a
1367615000,50,23,fd86005f
1367625000,50,24,0253011d
1367635000,50,25,ff5ffe9e
1367645000,50,26,ffb0ff9a
1367655000,50,27,ffcd0109
1367665000,50,28,00d30086
1367675000,50,29,ff8bfe69
1367685000,50,30,001a0194
1367695000,50,31,ff65fdf3
1372765000,51,0,ff1bfd4c
1372775000,51,1,004b0279
1372785000,51,2,ff72fdb8
1372795000,51,3,02470246
1372805000,51,4,fe02fe54
1372815000,51,5,ffc1019a
1372825000,51,6,0126fe76
1372835000,51,7,ff820208
1372845000,51,8,0189fcaf
1372855000,51,9,fc470253
1372865000,51,10,034cff3b
1372875000,51,11,fe7effc3
1372885000,51,12,fffcfea5
1372895000,51,13,ff95023c
1372905000,51,14,01c9ffb6
1372915000,51,15,fd8e0095
1372925000,51,16,0175feb4
1372935000,51,17,ff850089
1372945000,51,18,000e008e
1372955000,51,19,ffa3ff72
1372965000,51,20,008e0002
1372975000,51,21,ff3d013a
1372985000,51,22,0158fe92
1372995000,51,23,ff4c0004
1373005000,51,24,00f3014d
1373015000,51,25,ff09fe7b
1373025000,51,26,00600053
1373035000,51,27,ffb40169
1373045000,51,28,00c8fe89
1373055000,51,29,fe9d00a8
1373065000,51,30,00fdff3e
1373075000,51,31,006801a3
1378145000,52,0,0030fef0
1378155000,52,1,00ca0138
1378165000,52,2,fdebff28
1378175000,52,3,025e00ce
1378185000,52,4,feffff62
1378195000,52,5,ff810013
1378205000,52,6,ffdb0034
1378215000,52,7,0181000d
1378225000,52,8,ffb50041
1378235000,52,9,fddbff39
1378245000,52,10,0196ff49
1378255000,52,11,00c401cc
1378265000,52,12,fdf0fdd4
1378275000,52,13,011401e5
1378285000,52,14,ff9efe7f
1378295000,52,15,fff2020f
1378305000,52,16,01a0fd54
1378315000,52,17,fd7802b6
1378325000,52,18,0107ff34
1378335000,52,19,ffaeffd6
1378345000,52,20,ffedff3c
1378355000,52,21,ff7f01f1
1378365000,52,22,0253ff1a
1378375000,52,23,fe4dffcd
1378385000,52,24,00d30027
1378395000,52,25,ff4bff01
1378405000,52,26,0170017b
1378415000,52,27,fe70ffe4
1378425000,52,28,00ecff22
1378435000,52,29,ff5c00ff
1378445000,52,30,006cff93
1378455000,52,31,ffd8fff3
1383525000,53,0,00e8fe62
1383535000,53,1,ff21014c
1383545000,53,2,fe76fe6a
1383555000,53,3,031c01bc
1383565000,53,4,fdb4fe9b
1383575000,53,5,00ee01e1
1383585000,53,6,0006fd1c
1383595000,53,7,00570235
1383605000,53,8,0056fede
1383615000,53,9,feaf0011
1383625000,53,10,010afff4
1383635000,53,11,ffdd012d
1383645000,53,12,ffeefe2a
1383655000,53,13,fe0e00c4
1383665000,53,14,0265ffe5
1383675000,53,15,fe7e013f
1383685000,53,16,0152fdb4
1383695000,53,17,fec3017c
1383705000,53,18,003cff6c
1383715000,53,19,000a00ce
1383725000,53,20,0086fefd
1383735000,53,21,fee8013f
1383745000,53,22,007a009c
1383755000,53,23,00a5feef
1383765000,53,24,0010ffb4
1383775000,53,25,ff3d0047
1383785000,53,26,011c00be
1383795000,53,27,fec5ff35
1383805000,53,28,0050ffae
1383815000,53,29,006c0064
1383825000,53,30,007bff83
1383835000,53,31,ff4e0189
1388905000,54,0,00d8ff4f
1388915000,54,1,fe9200ed
1388925000,54,2,ffeaff10
1388935000,54,3,00b90028
1388945000,54,4,00f8006e
1388955000,54,5,fe950123
1388965000,54,6,005cfdff
1388975000,54,7,00fb0323
1388985000,54,8,0029fc86
1388995000,54,9,fee70155
1389005000,54,10,00d6ffed
1389015000,54,11,ffd800d9
1389025000,54,12,ff6dfde5
1389035000,54,13,fefd00c2
1389045000,54,14,030200fe
1389055000,54,15,fe18ff2b
1389065000,54,16,004cffab
1389075000,54,17,ff460047
1389085000,54,18,013a0034
1389095000,54,19,fe7700ba
1389105000,54,20,01b2fea6
1389115000,54,21,fe8b00eb
1389125000,54,22,00e0fff3
1389135000,54,23,fffd0019
1389145000,54,24,ff03ff30
1389155000,54,25,019d0113
1389165000,54,26,fecafe5b
1389175000,54,27,00ac00f5
1389185000,54,28,ffb9ffef
1389195000,54,29,000ffffc
1389205000,54,30,ffce009c
1389215000,54,31,ffc4ffd1
1394285000,55,0,016d0152
1394295000,55,1,ff58ff3f
1394305000,55,2,009f0010
1394315000,55,3,feeefff4
1394325000,55,4,027b00f8
1394335000,55,5,fd59ff5d
1394345000,55,6,00b8ffb3
1394355000,55,7,0196012f
1394365000,55,8,fe5cfe57
1394375000,55,9,00650059
1394385000,55,10,003bffa3
1394395000,55,11,ff2f00f7
1394405000,55,12,0034fe45
1394415000,55,13,00c6003f
1394425000,55,14,ffe30208
1394435000,55,15,ffd8ff53
1394445000,55,16,ff97fe74
1394455000,55,17,ff7a0151
1394465000,55,18,00f9ff9a
1394475000,55,19,feca00d8
1394485000,55,20,0133fe48
1394495000,55,21,fe890239
1394505000,55,22,01f8fd99
1394515000,55,23,feb201a1
1394525000,55,24,00dcfeff
1394535000,55,25,fec900db
1394545000,55,26,00e9000f
1394555000,55,27,ff4dff3d
1394565000,55,28,0102009f
1394575000,55,29,fe300017
1394585000,55,30,01710180
1394595000,55,31,fef4fdbd
1399665000,56,0,0144ff64
1399675000,56,1,ff190129
1399685000,56,2,0068fdd4
1399695000,56,3,ffba035c
1399705000,56,4,00d3fc84
1399715000,56,5,ff0d01d5
1399725000,56,6,ff65ff82
1399735000,56,7,016e01c3
1399745000,56,8,0006fc6e
1399755000,56,9,fea50276
1399765000,56,10,0056fe7c
1399775000,56,11,001c0158
1399785000,56,12,ff91ff06
1399795000,56,13,00ca004e
1399805000,56,14,fffcfff4
1399815000,56,15,002800df
1399825000,56,16,0156feae
1399835000,56,17,fb8b0179
1399845000,56,18,0362fdf6
1399855000,56,19,fe7401b8
1399865000,56,20,0191fec2
1399875000,56,21,fca50057
1399885000,56,22,03cb0118
1399895000,56,23,fe48fee5
1399905000,56,24,ff98011c
